Date,Product ID,Sale Amount,Region,Discount,Quantity,Customer Type,Sales Rep,Payment Method,Return Status,Shipping Cost
2/4/2024,P0039,465,East,28.03,14,Retail,David,Bank Transfer,No,19.74
2/4/2024,P0001,88,West,43.31,14,Retail,Alice,PayPal,No,5.1
2/4/2024,P0063,310,South,44.14,6,Online,Bob,Cash,No,14.51
2/4/2024,P0057,208,North,3.5,9,Retail,Bob,Credit Card,No,16.08
2/4/2024,P0067,156,West,20.96,3,Online,David,Cash,No,18.77
2/4/2024,P0065,497,East,29.15,17,Wholesale,Bob,Credit Card,No,18.26
2/4/2024,P0065,115,South,7.35,12,Online,Charlie,PayPal,No,17.63
2/4/2024,P0021,410,East,38.27,4,Wholesale,David,Credit Card,No,19.19
2/4/2024,P0030,202,East,37.21,16,Online,Bob,PayPal,No,13.06
2/4/2024,P0096,486,South,45.17,10,Wholesale,David,Cash,No,5.1
2/4/2024,P0033,131,South,0.42,7,Wholesale,David,PayPal,No,5.17
2/4/2024,P0048,86,East,10.83,10,Retail,Bob,Cash,No,13.17
2/5/2024,P0022,321,East,41.36,7,Online,Bob,PayPal,No,11.53
2/5/2024,P0094,121,West,33.53,18,Retail,Bob,Credit Card,No,11.77
2/5/2024,P0054,358,North,44.72,9,Retail,David,Credit Card,No,11.01
2/5/2024,P0004,306,East,2.86,18,Online,Charlie,PayPal,No,18.77
2/5/2024,P0087,179,North,29.85,17,Retail,Charlie,Cash,No,10.39
2/5/2024,P0055,15,West,28.45,11,Retail,Alice,Cash,No,17.84
2/5/2024,P0044,206,North,1.78,1,Retail,Bob,Cash,No,18.54
2/5/2024,P0089,107,North,25.68,17,Online,Charlie,PayPal,No,12.49
2/5/2024,P0012,468,West,30.48,4,Retail,Alice,PayPal,No,11.7
2/5/2024,P0081,338,East,9.56,4,Retail,Alice,PayPal,No,16.42
2/5/2024,P0079,239,North,13.67,14,Retail,Bob,PayPal,No,15.62
2/5/2024,P0074,177,East,32.02,9,Online,Alice,Cash,Yes,9.93
2/5/2024,P0099,306,East,23.42,13,Wholesale,Charlie,Cash,No,6.54
2/5/2024,P0052,274,South,42.9,16,Wholesale,Alice,Bank Transfer,No,8.97
2/5/2024,P0093,17,East,17.12,1,Wholesale,Alice,PayPal,Yes,6.97
2/5/2024,P0076,181,East,13.33,3,Wholesale,Charlie,Bank Transfer,No,9.42
2/5/2024,P0065,451,North,49.24,19,Retail,Alice,PayPal,No,8.93
2/5/2024,P0065,369,East,45.56,8,Online,Alice,Bank Transfer,Yes,14.57
2/5/2024,P0010,204,East,1.45,18,Retail,David,Cash,No,19.32
2/5/2024,P0018,278,South,38.54,6,Online,Alice,Cash,No,15.29
2/5/2024,P0047,28,South,5.52,6,Retail,Alice,Bank Transfer,No,18.9
2/5/2024,P0066,363,North,1.37,5,Wholesale,David,Credit Card,No,16.76
2/5/2024,P0049,361,North,13.68,12,Wholesale,David,PayPal,No,15.92
2/5/2024,P0072,58,South,13.47,9,Online,David,Bank Transfer,No,11.21
2/6/2024,P0022,473,South,40.97,9,Retail,Bob,Bank Transfer,No,9.87
2/6/2024,P0086,365,West,35.53,17,Wholesale,Bob,Credit Card,Yes,17.69
2/6/2024,P0026,347,East,49.08,19,Online,Charlie,Cash,No,18.58
2/6/2024,P0090,471,North,35.58,17,Retail,Alice,Bank Transfer,No,11.78
2/6/2024,P0009,167,North,20.91,16,Online,Charlie,Cash,No,5.14
2/6/2024,P0021,75,East,34.95,12,Retail,Bob,PayPal,No,16.89
2/6/2024,P0095,470,East,49.97,3,Retail,Alice,Credit Card,No,9.28
2/6/2024,P0063,356,North,35.51,14,Retail,Alice,Cash,No,5.15
2/6/2024,P0006,68,South,38.08,17,Online,David,Bank Transfer,No,17.07
2/6/2024,P0014,318,South,46.92,16,Online,Bob,Credit Card,No,12.76
2/6/2024,P0033,317,East,5.68,12,Retail,Alice,Credit Card,No,15.28
2/6/2024,P0071,346,North,35.24,2,Wholesale,David,Credit Card,No,18.72
2/6/2024,P0024,168,East,42.54,8,Retail,Alice,Credit Card,No,13.12
2/6/2024,P0073,280,South,47.72,12,Online,Bob,Credit Card,No,12.55
2/6/2024,P0075,130,West,10.55,16,Retail,Charlie,PayPal,No,9.36
2/6/2024,P0087,263,West,25.2,8,Online,Charlie,PayPal,No,9.58
2/6/2024,P0051,413,South,34.03,16,Retail,Alice,Credit Card,No,16.95
2/6/2024,P0002,270,East,12.37,10,Retail,David,Bank Transfer,Yes,11.74
2/6/2024,P0015,144,West,30.02,15,Wholesale,David,Bank Transfer,No,7.45
2/6/2024,P0035,283,South,12.88,4,Wholesale,David,PayPal,No,6.42
2/6/2024,P0036,65,North,16.67,15,Online,Bob,Cash,No,12.09
2/6/2024,P0092,340,East,22.08,4,Retail,Charlie,Credit Card,No,11.97
2/6/2024,P0039,105,East,26.46,11,Online,Charlie,Bank Transfer,No,14.8
2/6/2024,P0004,123,West,22.47,6,Retail,Alice,PayPal,No,12.07
2/7/2024,P0064,484,East,24.66,4,Retail,Charlie,PayPal,No,7.15
2/7/2024,P0074,483,West,14.93,9,Retail,David,Cash,No,12.62
2/7/2024,P0006,366,West,7.95,9,Wholesale,Bob,Cash,No,18.6
2/7/2024,P0057,438,South,2.37,3,Online,David,Bank Transfer,No,7.39
2/7/2024,P0030,37,West,9.8,5,Retail,David,Cash,No,15.35
2/7/2024,P0099,315,North,29.1,15,Retail,Charlie,Cash,No,13.91
2/7/2024,P0074,11,East,39.31,9,Online,Bob,Credit Card,No,16.23
2/7/2024,P0096,221,West,8.46,2,Online,Bob,PayPal,No,7.26
2/7/2024,P0067,77,East,5.43,3,Retail,David,PayPal,No,19.12
2/7/2024,P0090,137,West,37.46,12,Wholesale,Alice,Cash,No,14.31
2/7/2024,P0015,342,South,15.26,16,Wholesale,Charlie,PayPal,No,17.71
2/7/2024,P0017,33,North,47.57,5,Retail,Alice,PayPal,No,8.7
2/7/2024,P0091,262,East,35.72,10,Wholesale,David,Bank Transfer,No,16.09
2/7/2024,P0018,377,South,16.34,15,Online,Charlie,PayPal,Yes,16.72
2/7/2024,P0019,239,East,14.48,14,Wholesale,Alice,Cash,No,10.96
2/7/2024,P0076,497,South,26.18,14,Online,Alice,Bank Transfer,No,10.76
2/7/2024,P0088,185,North,3.96,13,Online,Alice,PayPal,No,14.87
2/7/2024,P0069,438,West,5.88,16,Online,Charlie,PayPal,No,6.4
2/7/2024,P0024,384,South,8.79,8,Online,Alice,Bank Transfer,No,16.03
2/7/2024,P0091,230,East,38.74,8,Wholesale,Bob,Bank Transfer,Yes,5.64
2/7/2024,P0048,451,East,25.69,17,Online,David,PayPal,No,7.86
2/7/2024,P0030,45,South,0.53,17,Retail,Charlie,Credit Card,No,14.96
2/7/2024,P0015,11,North,33.68,3,Online,Bob,Credit Card,No,6.47
2/7/2024,P0047,392,North,21.18,1,Retail,Alice,PayPal,No,19.58
2/8/2024,P0044,370,West,25.54,17,Online,David,PayPal,No,18.03
2/8/2024,P0098,283,West,10.71,16,Online,Alice,Bank Transfer,No,14.39
2/8/2024,P0027,186,East,27.59,17,Wholesale,Bob,Bank Transfer,No,17.29
2/8/2024,P0084,273,East,48.96,2,Online,Alice,PayPal,No,18.31
2/8/2024,P0064,195,West,3.67,14,Online,Charlie,PayPal,No,8.89
2/8/2024,P0041,24,West,14.2,7,Wholesale,Bob,PayPal,No,17.74
2/8/2024,P0096,498,West,12.15,19,Wholesale,Charlie,PayPal,No,7.92
2/8/2024,P0068,410,South,12.43,1,Retail,David,Credit Card,Yes,11.2
2/8/2024,P0005,288,West,18.94,17,Wholesale,Charlie,Bank Transfer,No,13.37
2/8/2024,P0053,203,South,40.91,10,Retail,Charlie,Cash,No,15.71
2/8/2024,P0008,207,South,45.64,6,Online,Alice,PayPal,Yes,5.45
2/8/2024,P0022,358,West,10.11,7,Retail,Alice,PayPal,No,9.36
2/8/2024,P0007,420,North,27.15,6,Wholesale,Bob,PayPal,No,14.13
2/8/2024,P0022,430,North,31.84,5,Online,David,Cash,No,10.36
2/8/2024,P0046,314,East,26.09,2,Retail,Bob,Bank Transfer,No,16.63
2/8/2024,P0030,73,West,21.7,18,Retail,David,Bank Transfer,No,14.77
2/8/2024,P0016,299,East,9.6,17,Retail,David,PayPal,No,8.52
2/8/2024,P0079,27,West,24.41,7,Online,Charlie,PayPal,Yes,7.19
2/8/2024,P0005,73,East,20.06,19,Retail,Alice,Bank Transfer,No,14.44
2/8/2024,P0067,371,South,39.78,7,Retail,David,Cash,No,11.76
2/8/2024,P0023,339,West,38.18,7,Wholesale,Alice,PayPal,No,7.53
2/8/2024,P0061,367,North,6.7,16,Retail,David,Cash,No,9.9
2/8/2024,P0074,260,West,4.43,12,Online,Alice,Cash,No,9.55
2/8/2024,P0005,437,East,45.41,15,Wholesale,Bob,Bank Transfer,No,6.62
2/9/2024,P0023,26,East,26.78,15,Online,Alice,PayPal,No,13.2
2/9/2024,P0079,452,East,42.89,11,Wholesale,Charlie,Credit Card,No,16.45
2/9/2024,P0082,150,East,2.91,2,Wholesale,David,Bank Transfer,No,13.63
2/9/2024,P0025,317,East,26.33,3,Retail,Charlie,Bank Transfer,No,17.39
2/9/2024,P0008,453,East,26.97,19,Online,David,Credit Card,No,6.91
2/9/2024,P0095,435,North,43.04,15,Retail,Charlie,PayPal,Yes,11.53
2/9/2024,P0021,484,East,4.88,16,Wholesale,David,Cash,No,14.14
2/9/2024,P0002,329,North,12.02,1,Retail,Alice,Cash,No,15.14
2/9/2024,P0022,254,West,20.33,15,Wholesale,David,Cash,No,15.44
2/9/2024,P0072,459,South,43.29,12,Wholesale,Charlie,PayPal,Yes,15.93
2/9/2024,P0087,299,North,46.94,7,Online,Charlie,Bank Transfer,No,14.77
2/9/2024,P0096,360,West,49.64,7,Online,David,Bank Transfer,No,6.41
2/9/2024,P0072,96,South,47.96,11,Online,David,Bank Transfer,No,15.43
2/9/2024,P0068,208,North,0.3,11,Online,Bob,Bank Transfer,No,15.87
2/9/2024,P0064,367,North,2.39,17,Retail,Bob,Bank Transfer,No,19.9
2/9/2024,P0094,457,West,7.38,3,Online,Alice,Credit Card,No,15.4
2/9/2024,P0019,170,East,17.44,16,Online,Alice,Cash,No,15.3
2/9/2024,P0087,149,North,41.5,5,Online,Alice,Cash,No,12.72
2/9/2024,P0082,85,North,44.63,2,Wholesale,Alice,PayPal,No,18.02
2/9/2024,P0053,28,West,9.34,7,Wholesale,Alice,Credit Card,No,19.95
2/9/2024,P0093,402,East,30.98,10,Online,David,Bank Transfer,No,16.69
2/9/2024,P0087,339,South,45.87,5,Wholesale,Bob,Bank Transfer,No,14.19
2/9/2024,P0097,410,East,23.19,15,Wholesale,David,Bank Transfer,No,6.18
2/9/2024,P0052,59,East,5.18,12,Retail,Bob,Credit Card,No,15.9
2/10/2024,P0047,241,West,22.89,10,Wholesale,Bob,PayPal,Yes,15.63
2/10/2024,P0082,304,East,18.79,17,Retail,Charlie,Credit Card,No,16.63
2/10/2024,P0054,434,West,28.88,11,Wholesale,Charlie,PayPal,No,6.87
2/10/2024,P0044,403,South,21.93,8,Online,Bob,Cash,No,14.81
2/10/2024,P0097,21,North,0.87,15,Wholesale,David,PayPal,No,9.44
2/10/2024,P0007,344,North,49.7,2,Wholesale,Bob,Cash,No,16.4
2/10/2024,P0092,488,West,27.18,17,Retail,Alice,PayPal,No,8.61
2/10/2024,P0001,24,West,23.68,6,Online,David,Cash,No,15.26
2/10/2024,P0063,37,East,47.73,13,Retail,David,Cash,No,9.42
2/10/2024,P0098,397,East,7.79,8,Online,Bob,Bank Transfer,No,5.13
2/10/2024,P0039,301,North,9.46,11,Online,Alice,PayPal,No,14.5
2/10/2024,P0019,384,North,40.4,15,Retail,Bob,Bank Transfer,No,6.7
2/10/2024,P0031,330,North,13.04,13,Wholesale,Alice,Cash,No,14.89
2/10/2024,P0077,259,West,39.96,18,Online,David,Bank Transfer,No,18.88
2/10/2024,P0024,107,South,13.58,18,Wholesale,Bob,Credit Card,No,19.54
2/10/2024,P0069,312,South,1.66,17,Retail,Alice,Bank Transfer,No,8.54
2/10/2024,P0087,346,West,25.85,13,Retail,Charlie,PayPal,No,17.14
2/10/2024,P0083,48,East,9.83,3,Retail,David,Bank Transfer,No,10.3
2/10/2024,P0065,47,South,37.89,7,Retail,David,Credit Card,No,18.51
2/10/2024,P0033,309,East,32.06,12,Online,Charlie,Bank Transfer,No,16.81
2/10/2024,P0059,188,North,46.18,4,Retail,Alice,Cash,No,6.11
2/10/2024,P0033,106,North,39.15,11,Wholesale,David,Cash,No,11.11
2/10/2024,P0032,389,East,9.04,14,Wholesale,Alice,Cash,No,10.06
2/10/2024,P0059,478,North,40.01,18,Online,Charlie,PayPal,No,16.78
2/11/2024,P0092,291,West,32.09,7,Retail,Bob,Bank Transfer,No,11.15
2/11/2024,P0041,247,East,33.45,5,Online,David,Cash,No,15.27
2/11/2024,P0012,173,East,41.61,16,Online,David,Bank Transfer,No,14.04
2/11/2024,P0073,462,East,28.69,11,Online,Alice,Credit Card,No,19.63
2/11/2024,P0011,106,South,23.3,3,Retail,David,Credit Card,Yes,19.07
2/11/2024,P0097,266,East,31.83,16,Wholesale,Bob,PayPal,Yes,11.42
2/11/2024,P0019,318,East,14.9,11,Wholesale,Charlie,Bank Transfer,No,15.85
2/11/2024,P0054,271,East,9.13,10,Online,David,Credit Card,No,17.44
2/11/2024,P0057,302,South,30.83,2,Online,Charlie,PayPal,No,18.48
2/11/2024,P0042,267,North,11.69,16,Wholesale,Alice,PayPal,No,6.02
2/11/2024,P0098,258,South,4,17,Wholesale,Bob,Cash,No,9.53
2/11/2024,P0071,254,West,0.03,10,Retail,David,Credit Card,No,9.8
2/11/2024,P0031,260,East,30.42,18,Online,Charlie,Bank Transfer,Yes,11.52
2/11/2024,P0052,132,West,18.11,12,Retail,Bob,Credit Card,No,7.54
2/11/2024,P0002,334,South,37.62,8,Wholesale,Charlie,Credit Card,No,12.44
2/11/2024,P0083,483,North,18.76,3,Wholesale,Alice,Bank Transfer,No,14.95
2/11/2024,P0038,178,North,24.3,3,Wholesale,Bob,Bank Transfer,No,12.46
2/11/2024,P0032,444,East,20.35,6,Wholesale,Bob,Cash,No,14.99
2/11/2024,P0010,184,North,32.53,2,Retail,Alice,PayPal,No,6
2/11/2024,P0008,278,South,17.81,3,Wholesale,Alice,Bank Transfer,No,18.14
2/11/2024,P0090,213,South,48.19,17,Online,David,Bank Transfer,No,19.09
2/11/2024,P0094,334,North,46.81,9,Wholesale,Alice,Credit Card,No,14.27
2/11/2024,P0075,75,East,42.4,4,Online,Alice,Bank Transfer,No,18.22
2/11/2024,P0020,324,East,46.02,2,Wholesale,Charlie,Bank Transfer,No,6.97
2/12/2024,P0020,333,South,22.46,9,Retail,Bob,Credit Card,No,16.96
2/12/2024,P0009,68,North,26.82,14,Online,Charlie,Credit Card,No,6.79
2/12/2024,P0072,228,South,37.1,11,Retail,Alice,Credit Card,No,11.12
2/12/2024,P0015,382,South,34.81,2,Wholesale,David,Cash,No,9.86
2/12/2024,P0098,275,West,44.53,2,Retail,Charlie,PayPal,No,13.78
2/12/2024,P0088,150,South,35.82,5,Wholesale,Charlie,Bank Transfer,No,9.52
2/12/2024,P0097,245,East,49.89,7,Retail,Bob,Credit Card,No,14.56
2/12/2024,P0063,395,North,17.43,4,Retail,Bob,Credit Card,No,10.51
2/12/2024,P0091,227,North,41.65,14,Online,Bob,PayPal,Yes,17.91
2/12/2024,P0021,24,West,34.88,2,Wholesale,David,Cash,Yes,14.51
2/12/2024,P0005,311,West,34.57,12,Retail,David,Bank Transfer,No,8.23
2/12/2024,P0035,450,East,16.29,10,Wholesale,Alice,Cash,No,10.04
2/12/2024,P0085,147,West,39.28,1,Online,Alice,Cash,No,17.71
2/12/2024,P0068,415,South,45.02,19,Retail,Bob,Cash,No,10.8
2/12/2024,P0048,241,South,10.93,16,Wholesale,Charlie,Credit Card,No,13.04
2/12/2024,P0080,98,East,31.27,15,Retail,Bob,PayPal,No,14.73
2/12/2024,P0095,472,North,19.61,14,Retail,Alice,PayPal,No,10.22
2/12/2024,P0090,86,East,49.48,9,Retail,Charlie,PayPal,No,9.41
2/12/2024,P0062,145,West,23.94,15,Retail,Alice,Cash,No,12.13
2/12/2024,P0035,414,North,11.42,7,Online,David,Bank Transfer,No,8.22
2/12/2024,P0070,478,North,19.09,4,Online,Bob,Cash,No,9.26
2/12/2024,P0097,415,North,32.69,18,Wholesale,Bob,PayPal,No,5.93
2/12/2024,P0021,119,West,3.8,8,Wholesale,Charlie,Credit Card,Yes,9.56
2/12/2024,P0080,362,South,30.18,12,Retail,Bob,Cash,No,9.81
2/13/2024,P0039,310,South,46.56,15,Retail,Alice,Credit Card,No,19.43
2/13/2024,P0034,100,West,42.52,15,Retail,Alice,PayPal,Yes,13.85
2/13/2024,P0015,433,West,3.38,17,Online,David,Cash,No,16.81
2/13/2024,P0006,379,East,49.67,2,Retail,Alice,Credit Card,No,5.68
2/13/2024,P0066,415,East,34.94,12,Wholesale,Charlie,Cash,No,6.6
2/13/2024,P0088,423,South,8.11,3,Retail,Alice,PayPal,No,17.22
2/13/2024,P0056,199,West,0.62,7,Online,David,Bank Transfer,No,14.35
2/13/2024,P0049,82,East,8.56,6,Retail,David,PayPal,Yes,7.86
2/13/2024,P0092,182,West,41.91,14,Online,Bob,Bank Transfer,No,11.07
2/13/2024,P0001,44,West,1.08,5,Online,Charlie,Bank Transfer,No,13.08
2/13/2024,P0065,219,South,11.66,4,Online,Alice,PayPal,No,17.65
2/13/2024,P0028,307,South,37.87,15,Online,David,Credit Card,No,5.91
2/13/2024,P0100,142,West,29.31,7,Wholesale,Alice,Cash,No,13.95
2/13/2024,P0020,292,North,39.14,3,Online,David,Cash,No,15.76
2/13/2024,P0048,207,North,37.31,13,Wholesale,Bob,Cash,No,19.67
2/13/2024,P0072,455,West,2.53,10,Wholesale,David,Bank Transfer,No,17.11
2/13/2024,P0065,41,South,44.63,2,Retail,Bob,Bank Transfer,No,9.14
2/13/2024,P0090,145,North,11.35,12,Retail,Charlie,PayPal,No,15.64
2/13/2024,P0051,257,South,27.67,12,Online,Alice,Credit Card,No,16.45
2/13/2024,P0043,368,North,32.21,19,Retail,Alice,PayPal,No,15.95
2/13/2024,P0049,350,West,8.43,19,Online,Bob,PayPal,No,17.3
2/13/2024,P0025,155,East,48.81,3,Retail,Charlie,Credit Card,No,18.56
2/13/2024,P0074,343,East,24.41,6,Online,Bob,Bank Transfer,No,6.48
2/13/2024,P0076,152,South,2.88,2,Retail,David,PayPal,No,6.57
2/14/2024,P0041,243,South,46.86,13,Retail,Bob,PayPal,Yes,16.95
2/14/2024,P0071,419,North,29.31,9,Wholesale,Charlie,Bank Transfer,No,8.79
2/14/2024,P0064,446,West,34.96,13,Retail,David,Cash,No,5.88
2/14/2024,P0061,53,North,26.26,14,Retail,Alice,Credit Card,No,11.02
2/14/2024,P0012,41,West,41.74,19,Online,Alice,Credit Card,No,17.3
2/14/2024,P0081,240,West,1.66,11,Wholesale,Alice,Cash,Yes,6.9
2/14/2024,P0069,37,South,13.42,14,Online,Charlie,Credit Card,No,15.08
2/14/2024,P0014,432,East,23.48,16,Retail,Charlie,Cash,No,5.05
2/14/2024,P0034,169,East,3.83,10,Online,Charlie,PayPal,No,6.65
2/14/2024,P0048,342,South,35.3,16,Wholesale,Charlie,Credit Card,No,10.26
2/14/2024,P0061,216,East,19.68,2,Online,Charlie,Credit Card,No,6.25
2/14/2024,P0081,27,South,13.63,16,Retail,David,PayPal,No,17.69
2/14/2024,P0035,112,North,0.17,14,Online,Bob,Bank Transfer,No,17.96
2/14/2024,P0065,79,West,35.99,18,Retail,Alice,Bank Transfer,No,16.33
2/14/2024,P0059,128,East,41.69,6,Wholesale,Charlie,PayPal,No,8.64
2/14/2024,P0036,148,East,19.75,7,Wholesale,Alice,Credit Card,No,12.85
2/14/2024,P0079,169,North,28.21,13,Online,Charlie,Credit Card,No,7.76
2/14/2024,P0019,241,North,11.38,2,Wholesale,Alice,Credit Card,No,9.22
2/14/2024,P0042,157,East,31.11,15,Online,Bob,Cash,No,12.74
2/14/2024,P0069,362,East,0.61,17,Retail,Alice,Bank Transfer,No,16.03
2/14/2024,P0019,433,South,24.43,13,Online,Alice,Credit Card,No,6.42
2/14/2024,P0039,401,South,32.21,7,Retail,Charlie,Bank Transfer,No,9.45
2/14/2024,P0069,252,East,45.91,1,Wholesale,David,Bank Transfer,No,18.9
2/14/2024,P0052,44,South,19.07,3,Retail,David,Credit Card,Yes,11.44
2/15/2024,P0012,334,North,38.26,18,Retail,Alice,PayPal,No,19.08
2/15/2024,P0083,391,West,29.88,7,Retail,David,PayPal,No,19.87
2/15/2024,P0047,364,South,46.35,17,Retail,Bob,Bank Transfer,No,12.9
